"user_id","course_id","required_activities_delay_1_week","required_activities_delay_2_week","required_activities_delay_3_week","required_activities_delay_4_week","required_activities_delay_5_week","required_activities_delay_6_week","required_activities_delay_7_week","required_activities_delay_8_week","required_activities_delay_9_week","required_activities_delay_10_week","success_required_done_1_week","success_required_done_2_week","success_required_done_3_week","success_required_done_4_week","success_required_done_5_week","success_required_done_6_week","success_required_done_7_week","success_required_done_8_week","success_required_done_9_week","success_required_done_10_week","mean_result_required_1_week","mean_result_required_2_week","mean_result_required_3_week","mean_result_required_4_week","mean_result_required_5_week","mean_result_required_6_week","mean_result_required_7_week","mean_result_required_8_week","mean_result_required_9_week","mean_result_required_10_week","cur_date_progress_1_week","cur_date_progress_2_week","cur_date_progress_3_week","cur_date_progress_4_week","cur_date_progress_5_week","cur_date_progress_6_week","cur_date_progress_7_week","cur_date_progress_8_week","cur_date_progress_9_week","cur_date_progress_10_week","current_progress_1_week","current_progress_2_week","current_progress_3_week","current_progress_4_week","current_progress_5_week","current_progress_6_week","current_progress_7_week","current_progress_8_week","current_progress_9_week","current_progress_10_week","end_status","m2_progress","m2_success"
35573,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35574,3,1,1,4,3,0,4,1,12,42,67,1,3,4,7,8,8,11,11,11,12,100,92,92,86,88,90,88,88,88,90,50,75,67,88,100,80,92,79,69,75,6,18,25,43,50,50,68,72,72,77,2,75,0
35578,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35624,3,1,12,37,76,125,178,245,326,426,531,1,1,1,1,1,1,1,1,1,1,67,67,67,67,67,67,67,67,67,67,50,25,17,13,13,10,8,7,6,6,6,6,6,6,6,6,6,6,6,6,0,13,0
35629,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35664,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35665,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35680,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
35752,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35765,71,4,21,43,64,84,109,127,148,171,189,0,1,2,4,5,5,8,10,12,13,0,100,100,100,93,95,96,97,97,97,0,25,33,50,63,50,67,71,75,81,0,21,41,66,71,75,84,89,93,95,2,100,1
35775,49,11,36,75,128,191,254,330,427,543,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35807,3,0,4,4,4,0,4,4,12,34,52,2,2,4,6,8,8,10,11,12,13,84,89,92,95,95,96,97,97,97,97,100,50,67,75,100,80,83,79,75,81,12,12,25,37,50,50,62,68,75,81,2,75,0
35820,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35830,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35833,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35854,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35866,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35878,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35919,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35971,49,11,36,75,128,191,254,330,427,543,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35981,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36029,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36070,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36082,77,4,12,29,26,29,36,44,51,57,64,1,2,3,6,8,10,12,15,17,17,100,100,100,87,89,90,93,94,95,95,33,40,43,67,89,91,86,88,94,94,5,11,16,33,44,55,66,83,94,94,2,100,1
36084,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36090,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36116,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36119,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
36130,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36136,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36140,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36241,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36246,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36249,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36263,3,4,1,4,1,0,1,4,12,32,60,0,3,4,7,8,9,10,11,12,12,100,100,100,91,92,93,93,95,95,95,0,75,67,88,100,90,83,79,75,75,0,18,25,43,50,56,62,68,75,75,2,69,0
36281,49,11,36,75,128,191,254,330,427,543,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36285,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36286,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36292,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36307,49,11,36,75,128,191,254,330,427,543,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36340,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36355,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36359,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36369,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36450,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36611,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36707,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36712,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36715,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36739,3,1,1,1,1,0,4,4,12,31,52,1,3,5,7,8,8,10,11,13,13,100,100,100,100,100,100,100,100,100,100,50,75,83,88,100,80,83,79,81,81,6,18,31,43,50,50,62,68,83,83,2,75,1
36753,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36773,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0
36783,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36799,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36816,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36845,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36862,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36881,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36909,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36978,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37051,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37148,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37149,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37209,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
37210,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37211,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37212,3,1,4,10,17,24,32,39,46,52,59,1,2,5,7,7,8,10,13,15,15,100,100,100,100,100,100,100,100,100,100,50,50,83,88,88,80,83,93,94,94,6,12,45,65,67,71,82,91,97,97,2,100,1
37216,49,11,36,75,128,191,254,330,427,543,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37227,3,4,4,4,3,10,18,25,43,77,112,0,2,4,7,7,8,10,10,11,11,100,100,93,91,91,92,93,93,94,94,0,50,67,88,88,80,83,71,69,69,0,12,25,43,43,50,62,62,68,68,2,63,1
37251,49,11,36,75,128,191,254,330,427,543,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37447,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37670,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37723,71,4,13,21,24,31,39,46,64,84,105,0,2,3,7,7,8,10,10,13,13,0,100,100,100,100,100,100,100,100,100,0,50,50,88,88,80,83,71,81,81,0,12,18,43,43,50,62,62,81,82,2,94,1
37758,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37789,3,4,22,36,50,60,75,89,114,135,130,0,0,2,4,6,7,9,9,11,14,0,0,100,100,100,100,100,100,100,100,0,0,33,50,75,70,75,64,69,88,0,15,33,52,60,64,72,73,80,92,2,94,1
37804,3,1,0,4,1,0,1,4,17,30,51,1,4,4,7,8,9,10,12,15,15,100,92,93,95,92,93,93,95,89,89,50,100,67,88,100,90,83,75,83,83,5,22,22,38,44,50,55,66,89,89,2,88,1
37816,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37841,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37912,49,11,36,75,128,191,254,330,427,543,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37947,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38016,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38220,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38263,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38289,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38295,3,4,4,10,21,24,35,39,45,52,59,0,2,5,5,7,7,10,13,15,15,0,100,100,100,100,100,100,100,100,100,0,50,83,63,88,70,83,93,94,94,11,30,47,52,60,66,90,95,99,99,2,94,1
38304,71,4,4,11,18,0,4,0,1,0,0,0,2,4,6,9,10,13,13,16,16,67,84,75,73,70,70,77,77,79,79,0,50,67,75,113,100,108,93,100,100,0,12,25,41,63,70,85,85,100,100,2,100,1
38307,3,1,4,1,1,0,3,4,12,42,77,1,2,5,7,8,9,10,11,11,11,100,100,100,100,100,100,100,100,100,100,50,50,83,88,100,90,83,79,69,69,6,12,31,43,50,56,62,68,68,68,2,63,0
38315,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38321,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38327,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
38334,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38340,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38363,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38364,71,1,1,4,1,0,4,4,22,59,101,1,3,4,7,8,8,10,10,10,10,100,100,100,100,100,100,100,100,100,100,50,75,67,88,100,80,83,71,63,63,6,18,25,43,50,50,62,62,62,62,2,63,1
38366,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38399,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
38413,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38438,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38441,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38535,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38546,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38547,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38686,49,4,4,11,32,53,74,108,139,102,119,1,3,4,5,6,6,6,10,13,14,100,84,89,92,93,93,93,85,77,77,50,75,67,63,67,67,50,67,76,82,5,17,23,29,35,35,35,58,84,88,2,82,1
38720,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38742,49,11,36,75,128,191,254,330,427,543,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38760,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38802,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38805,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38807,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38818,49,11,36,75,128,191,254,330,427,543,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38957,77,10,24,41,63,90,119,155,190,224,259,0,2,3,4,5,6,8,11,13,13,0,67,78,75,74,78,74,76,75,75,0,40,43,44,56,55,57,65,72,72,0,11,16,22,27,33,44,61,72,72,2,78,1
38971,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
39066,71,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
39130,3,4,22,54,100,156,216,290,378,485,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39197,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39281,3,1,4,12,33,32,50,1,11,34,62,1,2,3,5,6,6,11,12,12,12,67,67,67,67,67,67,61,65,65,65,50,50,50,63,75,60,92,86,75,75,6,17,23,35,44,44,73,78,78,78,2,69,1
39287,77,9,17,24,36,15,26,48,86,141,197,1,2,4,6,8,8,10,10,10,10,67,67,75,78,71,71,74,74,74,74,33,40,57,67,89,73,71,59,56,56,5,11,22,33,44,44,55,55,55,55,1,56,1
39323,77,10,35,74,127,190,257,344,452,577,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39365,77,4,4,4,4,0,1,1,4,0,0,1,3,5,7,9,10,13,15,18,18,67,84,84,92,93,95,95,96,97,97,33,60,71,78,100,91,93,88,100,100,5,16,40,52,62,68,80,88,100,100,2,100,1
39427,71,4,12,19,11,15,23,33,58,102,151,0,1,3,6,7,8,9,9,9,9,0,100,100,79,79,77,76,76,76,76,0,25,50,75,88,80,75,64,56,56,0,6,18,37,43,50,56,56,56,56,1,53,0
